89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
89,33,35,35,35,35,35,35,35,35,33,35,35,35,33,35,35,35,35,35,35,35,35,34,89
89,37,0,0,0,0,0,0,0,0,37,0,19,0,37,0,0,0,0,0,0,0,0,38,89
89,37,0,0,0,0,0,0,0,0,37,0,0,0,37,0,0,0,0,0,0,0,0,38,89
89,37,0,0,0,0,59,0,0,0,37,8,7,0,37,0,0,0,0,0,0,0,0,38,89
89,37,0,0,0,0,0,0,0,0,37,7,8,0,37,0,0,0,0,0,0,0,0,38,89
89,37,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,38,89
89,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,89
89,37,46,44,44,44,44,45,0,0,0,0,0,0,58,0,0,46,44,44,44,44,45,38,89
89,37,48,6,6,6,6,49,0,0,0,0,0,0,0,0,0,48,6,6,6,6,49,38,89
89,37,48,21,6,6,6,49,0,12,0,0,0,0,0,0,0,48,6,6,6,20,49,38,89
89,37,48,6,6,6,6,49,0,0,0,0,0,0,0,0,0,48,6,6,6,6,49,38,89
89,37,48,16,6,6,6,5,0,0,58,0,0,0,59,0,0,4,6,6,6,15,49,38,89
89,37,48,6,6,6,6,49,0,0,0,0,0,0,0,0,0,48,6,6,6,6,49,38,89
89,37,48,21,6,6,6,49,0,0,0,0,0,0,0,0,0,48,6,6,6,20,49,38,89
89,37,48,6,6,6,6,49,0,0,0,0,0,0,0,0,0,48,6,6,6,6,49,38,89
89,37,48,6,6,6,6,49,0,0,0,0,0,0,0,0,0,48,6,6,6,6,49,38,89
89,37,40,43,43,43,43,42,0,0,0,0,0,0,58,0,0,40,43,43,43,43,42,38,89
89,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,89
89,37,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,38,89
89,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,89
89,30,36,36,36,36,36,36,36,36,36,1,11,0,36,36,36,36,36,36,36,36,36,31,89
89,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89

