0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,33,35,35,35,35,35,33,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34,0
0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,19,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
0,37,0,14,0,59,0,25,0,0,58,0,0,0,0,0,25,0,0,0,0,0,37,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,38,0
0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,59,0,0,37,0,0,0,0,0,37,0,24,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
0,37,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
0,37,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,37,0,0,0,0,0,37,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,38,0
0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
0,37,0,0,46,44,3,44,44,44,44,44,44,44,46,44,44,44,44,45,0,0,0,0,0,0,0,0,0,0,0,46,44,44,44,44,44,44,44,44,44,46,44,44,44,44,45,0,38,0
0,37,0,0,48,6,6,6,6,6,6,6,6,6,48,6,6,6,16,49,0,0,0,0,0,0,0,0,0,0,0,48,6,6,20,6,6,6,6,6,6,48,20,6,6,15,49,0,38,0
0,37,0,0,48,6,6,6,6,6,6,6,6,6,48,6,6,6,6,49,0,0,0,0,0,0,0,0,10,0,0,48,6,6,6,6,6,6,6,6,6,48,6,6,6,6,49,0,38,0
0,37,0,0,48,6,6,6,6,6,6,6,6,6,48,6,6,6,6,49,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,6,6,20,6,6,48,6,6,6,6,49,0,38,0
0,37,0,0,48,6,6,6,6,6,6,6,6,6,40,2,43,43,43,42,0,0,0,0,0,0,0,0,0,0,0,48,6,6,6,6,6,6,6,6,6,40,43,43,2,43,42,0,38,0
0,37,0,0,48,6,6,6,6,6,6,6,6,6,6,6,6,6,21,49,0,0,0,0,0,0,0,0,0,13,0,48,6,6,6,6,6,6,6,6,6,6,6,6,6,6,49,0,38,0
0,37,0,0,48,6,6,6,6,6,6,6,6,6,6,6,6,6,21,49,0,0,0,0,0,0,0,0,0,0,0,48,6,6,6,6,6,6,6,6,6,6,6,6,6,6,49,0,38,0
0,37,0,0,48,6,6,6,6,6,6,6,6,6,6,6,6,6,21,49,0,0,0,0,0,58,0,0,0,0,0,48,6,6,6,6,6,6,6,6,6,6,6,6,6,6,49,0,38,0
0,37,0,0,40,43,43,43,43,43,43,43,43,43,43,43,43,43,43,42,0,0,0,0,0,0,0,0,0,0,0,40,43,43,43,43,43,43,2,43,43,43,43,43,43,43,42,0,38,0
0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
0,37,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,53,55,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
0,37,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,53,53,55,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,38,0
0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,57,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,26,57,56,0,59,0,0,0,0,0,0,58,0,0,0,0,0,27,59,0,0,0,0,38,0
0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,38,0
0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,38,0
0,37,0,0,26,0,0,46,44,44,44,44,44,44,44,44,44,46,44,44,44,44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
0,37,0,0,0,0,0,48,6,6,6,6,22,6,6,6,22,48,6,17,6,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
0,37,0,26,0,0,0,48,6,6,6,6,6,6,6,6,6,48,6,6,6,6,49,0,0,0,0,0,0,0,0,46,44,44,44,44,44,44,44,3,44,44,44,44,44,44,45,0,38,0
0,37,0,0,0,0,0,48,6,6,6,6,6,6,6,6,6,48,6,6,6,6,49,0,0,0,0,0,0,0,0,48,6,6,6,6,6,6,6,6,6,6,6,6,6,6,49,0,38,0
0,37,0,0,0,0,0,4,6,6,6,6,6,6,6,6,6,40,2,43,43,43,42,0,0,0,0,0,0,0,0,48,6,6,6,6,6,6,6,6,6,6,6,6,6,6,49,0,38,0
0,37,0,0,0,0,0,48,6,6,6,6,6,6,6,6,6,6,6,6,6,6,49,0,0,0,0,0,0,0,0,48,6,6,6,6,6,6,6,6,6,6,6,6,6,6,49,0,38,0
0,37,0,0,0,0,0,48,6,6,6,6,6,6,6,6,6,6,6,6,6,6,49,0,0,0,0,0,0,0,0,48,6,6,6,6,6,6,6,6,6,6,6,6,6,6,49,0,38,0
0,37,0,0,0,0,0,48,6,6,6,6,6,6,6,6,6,6,6,6,6,22,49,0,0,0,0,0,0,0,0,48,6,6,6,6,6,6,6,6,6,6,6,6,6,6,49,0,38,0
0,37,0,0,0,0,0,40,43,43,43,43,43,43,43,43,43,43,43,43,43,43,42,0,0,0,0,58,0,0,0,48,6,6,6,6,6,6,6,6,6,6,6,6,6,6,49,0,38,0
0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,6,23,23,23,23,23,18,23,23,23,23,23,6,49,0,38,0
